,GLOBALEVENTID,Date,Actor1Code,Actor1Name,Actor1CountryCode,Actor1Type1Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2Type1Code,EventCode,AvgTone,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor2Geo_FullName,Actor2Geo_CountryCode,SOURCEURL
1430,543943608,20160525,,,,,LEG,REPRESENTATIVES,,LEG,36,3.03030303030303,,,"Glacier Park, Montana, United States",US,http://www.4-traders.com/EXPEDIA-INC-9605918/news/Expedia-Park-Service-party-draws-a-crowd-22419894/
1445,544611189,20160527,GBR,UNITED KINGDOM,GBR,,,,,,042,0.57636887608069,Egypt,EG,,,http://www.traveldailynews.com/post/expedia-send-mystified-travel-blogger-on-somebody-elses-holiday
1447,545598190,20160531,USA,UNITED STATES,USA,,,,,,120,-3.47567800576844,"New York, United States",US,,,http://www.wsj.com/articles/behind-expedias-headquarters-move-1464660021
1449,545778213,20160531,,,,,USA,UNITED STATES,USA,,42,2.5974025974026,,,"Pigeon Forge, Tennessee, United States",US,http://www.hospitality-industry.com/index.php/news/comments/its-vegas-baby-expedia-reveals-top-destinations-and-trends
1454,545906566,20160531,USA,LAS VEGAS,USA,,,,,,90,1.74418604651163,"Orlando, Florida, United States",US,,,http://www.travelweekly.com/Travel-News/Travel-Agent-Issues/Las-Vegas-the-most-searched-destination-on-Expedia-since-it-launched
1455,546037196,20160601,,,,,USA,UNITED STATES,USA,,42,2.81385281385282,,,"Pigeon Forge, Tennessee, United States",US,http://www.traveldailynews.com/post/expedia-reveals-top-destinations-and-trends-across-20-years-in-travel
1459,546209501,20160601,MED,WEBSITE,,MED,,,,,90,6.53266331658291,"Orange County, Florida, United States",US,,,http://www.travelpulse.com/news/travel-technology/expedia-celebrates-20-years-with-savings-travel-trivia.html
1460,546540684,20150603,,,,,MED,WEBSITE,,MED,42,2.5,,,"Las Vegas, Nevada, United States",US,http://www.latimes.com/travel/deals/la-tr-expedia-las-vegas-cancun-20160601-snap-story.html
1463,546546244,20060605,IRN,IRAN,IRN,,,,,,111,0.16891891891892,"Tehran, Tehran, Iran",IR,,,http://www.wsj.com/articles/expedias-ceo-is-highest-paid-but-faces-tough-targets-1464877997
1469,546778574,20160603,JPN,JAPAN,JPN,,,,,,42,5.15759562586979,Mexico,MX,,,http://www.siliconindia.com/news/life/Expedia-2016-Flip-Flop-Report-on-Beachgoers-Practices-nid-195879-cid-51.html
1470,547659449,20160606,BUS,BUSINESS,,BUS,MNCUSA,EXPEDIA INC,USA,MNC,110,1.59744408945687,"Chicago, Illinois, United States",US,"Chicago, Illinois, United States",US,https://skift.com/2016/06/06/orbitz-is-celebrating-its-15th-anniversary-under-the-shadow-of-expedia-ownership/
1474,548550161,20160609,USA,UNITED STATES,USA,,,,,,090,-0.384438420559557,"San Francisco, California, United States",US,,,http://venturebeat.com/2016/06/08/expedias-first-bot-is-for-booking-hotels/
1475,548728838,20160609,BUS,COMPANY,,BUS,,,,,040,1.23456790123456,Malaysia,MY,,,http://www.prweek.com/article/1398091/expedia-appoints-apac-comms-lead
1477,548898699,20160608,,,,,USA,UNITED STATES,USA,,042,-3.35051546391752,,,"Hood River, Oregon, United States",US,http://www.oregonbusiness.com/article/item/16968-expedia-muscles-in-on-hood-river-short-term-rental-debate
1480,549546074,20160612,USA,SEATTLE,USA,,LAB,WORKER,,LAB,10,-1.49007143087593,"New York, United States",US,"New York, United States",US,http://www.marketwatch.com/story/behind-expedias-headquarters-move-2016-06-12
1481,550603712,20160615,USA,UNITED STATES,USA,,BUS,BUSINESS,,BUS,33,1.16994556886415,United States,US,United States,US,http://newsok.com/expedia-at-20-execs-see-new-places-to-go-and-ways-to-grow/article/feed/1027515
1482,551354711,20160617,BUS,BUSINESS,,BUS,,,,,033,0.531208499335989,United States,US,,,http://www.columbian.com/news/2016/jun/17/expedia-at-20/
1484,551817893,20160619,BUS,INDUSTRY,,BUS,USA,SEATTLE,USA,,36,0.17953321364452,,,,,http://swtimes.com/business/expedia-20-execs-see-new-places-go-and-ways-grow
1486,552159745,20160620,BUS,TRADER,,BUS,DEU,GERMANY,DEU,,10,0.382789975604345,"Berlin, Berlin, Germany",GM,"Berlin, Berlin, Germany",GM,https://www.tnooz.com/article/traders-lukewarm-on-airbnb-threat-to-priceline-group-and-expedia/
1493,552428925,20160621,AUS,AUSTRALIA,AUS,,MEX,MEXICO,MEX,,110,1.22044241037376,Australia,AS,Australia,AS,http://www.prnewswire.com/news-releases/expediacom-2016-flip-flop-report-austria-wrests-away-global-beach-nudity-title-from-germany-300287632.html
1502,552438517,20160621,AUS,AUSTRALIA,AUS,,ESP,SPAIN,ESP,,42,0.851848486644463,Australia,AS,Spain,SP,http://finance.yahoo.com/news/expedia-com-2016-flip-flop-120100081.html
1503,552438525,20160621,AUT,AUSTRIAN,AUT,,,,,,52,-0.3690036900369,United States,US,,,http://www.virtual-strategy.com/2016/06/21/expediacom-2016-flip-flop-report-austria-wrests-away-global-beach-nudity-title-germany
1517,552547484,20160621,USA,AMERICAN,USA,,,,,,13,1.17994100294985,United States,US,,,http://www.travelpulse.com/news/features/expedia-survey-unveils-10-worst-people-you-find-at-the-beach.html
1518,552922494,20160622,AUS,AUSTRALIA,AUS,,ESP,SPAIN,ESP,,42,0.10141987829615,Australia,AS,Spain,SP,http://www.traveldailynews.com/post/expediacom-2016-flip-flop-report-austria-wrests-away-global-beach-nudity-title-from-germany
1533,553209554,20160623,,,,,USA,CALIFORNIA,USA,,42,5.24187866927593,,,"Milan, Lombardia, Italy",IT,http://www.prnewswire.com/news-releases/expediacom-4th-of-july-analysis-palm-springs-package-bookings-yield-exceptional-summer-savings-300289316.html
1536,553639524,20160624,HUN,HUNGARY,HUN,,BUS,COMPANY,,BUS,51,0.637620995367074,"Budapest, Budapest, Hungary",HU,"Budapest, Budapest, Hungary",HU,https://www.yahoo.com/news/scott-rudin-joins-board-barry-diller-expedia-180908679.html
1537,555174195,20160629,BUS,COMPANY,,BUS,,,,,111,0.0,Thailand,TH,,,http://www.nationmultimedia.com/business/Expedia-offers-partner-hotels-mobile-booking-servi-30289435.html
1538,555327818,20160630,BUS,COMPANY,,BUS,,,,,111,0.0,Thailand,TH,,,http://www.nationmultimedia.com/technology/Expedia-offers-partner-hotels-mobile-booking-servi-30289464.html
1539,557532904,20160707,,,,,BUS,COMPANY,,BUS,57,4.21940928270042,,,"Reykjavik, (IC10), Iceland",IC,http://www.icenews.is/2008/01/24/iceland-express-in-accommodation-deal-with-expedia/
1544,558693881,20160711,,,,,HLH,HOSPITAL,,HLH,51,12.3188405797101,,,"South Carolina, United States",US,http://www.southcarolinasc.com/2016/07/expedia-com-designated-spirit-of-st-jude-award-for-innovation-by-st-jude-kidss-analysis-hospital/
1549,559920265,20160714,BUS,INVESTOR,,BUS,MED,WEBSITE,,MED,84,1.15606936416185,,,,,http://www.marketwatch.com/story/expedia-inc-to-webcast-second-quarter-2016-results-on-july-28-2016-2016-07-14
1550,560204668,20160715,BUS,AIRLINE,,BUS,FRA,FRANCE,FRA,,195,-3.91644908616188,"Paris, France (general), France",FR,"Bali, Jawa Timur, Indonesia",ID,http://www.investors.com/news/delta-expedia-carnival-fall-after-nice-attacks-but-effect-wont-last/
1552,561100939,20160718,GBRBUS,UNITED KINGDOM,GBR,BUS,CVLBUS,TRAVELLER,,CVL,26,2.87081339712919,Canada,CA,Canada,CA,http://www.citmagazine.com/article/1402630/face-to-face-meetings-preferred-90-uk-business-travellers-says-expedia
1553,561504310,20160719,DOM,DOMINICAN REPUBLIC,DOM,,DOMGOV,DOMINICAN REPUBLIC,DOM,GOV,51,4.1025641025641,"Las Galeras, SamanÃ¡R, Dominican Republic",DR,"Las Galeras, SamanÃ¡R, Dominican Republic",DR,http://www.dominicantoday.com/dr/tourism/2016/7/19/60046/Govt-hoteliers-tap-Expedia-to-tout-Samanas-tourism-attractions
1555,561600974,20160720,MEX,MEXICAN,MEX,,,,,,120,1.54798761609907,"Monterrey, Nuevo LeÃ³X, Mexico",MX,,,http://www.theyucatantimes.com/2016/07/mexico-boosts-expedias-growth-in-latin-america/
1558,561954255,20160721,,,,,BRB,BARBADOS,BRB,,42,0.98176718092567,,,Barbados,BB,http://www.caribbeannewsnow.com/topstory-Expedia-reports-increase-in-travel-demand-for-Barbados-31150.html
1560,561971251,20160721,BUS,AIRLINE,,BUS,ITA,ITALY,ITA,,13,-2.94117647058824,Turkey,TU,Italy,IT,http://abc7news.com/travel/woman-gets-stranded-in-turkey-after-booking-with-expedia/1435939/
1569,562133759,20160721,BUS,AIRLINE,,BUS,,,,,80,0.32414910858995,Taiwan,TW,,,https://skift.com/2016/07/21/expedias-covert-weapon-flyers-airline-reviews/
1573,562207046,20160721,BUS,COMPANY,,BUS,,,,,71,2.45183887915937,"Washington, United States",US,,,https://skift.com/2016/07/21/expedias-acquisition-of-travel-app-trover-is-a-family-affair/
1577,562950226,20160724,,,,,MNCUSAMED,GOOGLE,USA,MNC,42,0.0,,,China,CH,http://marketrealist.com/2016/07/in-line-with-these-competitors-expedias-margins-to-increase/
1579,562983190,20160724,,,,,BUS,INVESTOR,,BUS,42,1.0989010989011,,,"Las Vegas, Nevada, United States",US,http://www.lasvegasnvblog.com/2016/07/expedia-expe-is-the-only-online-travel-player-to-pay-a-dividend-to-its-investors/
1581,564431841,20160728,LAB,WORKER,,LAB,,,,,20,0.0,"Seattle, Washington, United States",US,,,http://www.bloomberg.com/news/articles/2016-07-28/expedia-scales-back-plans-for-new-1-2-billion-seattle-campus
1584,564438754,20160728,MNCUSABUS,EXPEDIA INC,USA,MNC,MNCUSA,EXPEDIA INC,USA,MNC,14,1.70880286487222,Germany,GM,Germany,GM,http://www.marketwatch.com/story/expedia-shares-down-after-revenue-fall-short-2016-07-28
1585,564448808,20160728,DEU,GERMANY,DEU,,,,,,130,-3.72960372960373,"Brussels, Bruxelles-Capitale, Belgium",BE,,,http://www.seattletimes.com/business/technology/expedia-stock-declines-as-sales-numbers-fall-short-of-expectations/
1586,564458192,20160728,BUS,COMPANY,,BUS,,,,,353,0.719424460431655,Germany,GM,,,http://www.bloomberg.com/news/articles/2016-07-28/expedia-backed-online-travel-booker-trivago-to-explore-ipo
1587,564476651,20160729,USA,AMERICAN,USA,,,,,,70,-6.88621857470102,"Washington, United States",US,,,http://www.zennie62blog.com/2016/07/28/expedia-scales-back-plans-for-new-1-2-billion-seattle-campus-bloomberg/
1588,564508762,20160729,DEU,GERMANY,DEU,,,,,,130,1.36076958569122,Germany,GM,,,http://www.geekwire.com/2016/expedia-eyes-trivago-ipo-misses-earnings-expectations/
1590,564712711,20160729,BUS,COMPANY,,BUS,MNCUSAMED,GOOGLE,USA,MNC,36,0.421052631578949,,,,,http://www.geekwire.com/2016/expedia-scales-back-initial-buildout-seattle-hq-cut-project-costs-half/
1591,564791425,20160729,BUS,COMPANY,,BUS,,,,,70,-1.24378109452737,Ireland,EI,,,http://business-news.thestreet.com/thestreet/story/expedia-expects-boost-in-second-half-after-disappointing-q2/13657864
1592,564791719,20160729,DEU,GERMANY,DEU,,BUS,INVESTOR,,BUS,13,0.0,Germany,GM,Germany,GM,http://business-news.thestreet.com/thestreet/story/expedia-books-trivagos-ipo/13658313
1593,566113937,20160803,,,,,CAN,CANADA,CAN,,61,-0.11764705882353,,,"Eldorado, Saskatchewan, Canada",CA,http://istreetwire.com/2016/08/03/trader-alert-headwaters-incorporated-hw-xerox-corporation-xrx-expedia-inc-expe/
1600,567816623,20160809,USA,AMERICAN,USA,,,,,,1053,1.53508771929824,United States,US,,,http://www.hospitality-industry.com/index.php/news/comments/2016-expedia-hotel-etiquette-study-americas-least-favorite-hotel
1601,567917940,20160809,BUS,BUSINESS,,BUS,,,,,51,-0.87829360100376,"Whitehall, New York, United States",US,,,http://www.businesswire.com/news/home/20160809006495/en/Fitch-Affirms-Expedias-IDR-BBB--Outlook-Stable
1603,567919155,20160809,USA,NEW YORK,USA,,BUS,BUSINESS,,BUS,51,-0.91443500979751,"Whitehall, New York, United States",US,"Whitehall, New York, United States",US,http://www.marketwatch.com/story/fitch-affirms-expedias-idr-at-bbb--outlook-stable-2016-08-09-1815915
1606,568177287,20160810,BUS,COMPANY,,BUS,,,,,161,-1.53061224489795,United States,US,,,https://www.theguardian.com/us-news/2016/aug/10/expedia-severs-ties-alec-travel-company
1607,568416951,20160811,BUS,COMPANIES,,BUS,,,,,90,-0.333876821132227,"Washington, District of Columbia, United States",US,,,http://www.cbsnews.com/news/are-expedia-priceline-online-travel-sites-providing-biased-hotel-travel-information/
1609,568583744,20150812,USA,UNITED STATES,USA,,BUS,COMPANY,,BUS,20,-1.24223602484472,"Utah, United States",US,"Utah, United States",US,http://www.care2.com/causes/success-expedia-becomes-latest-company-to-cut-ties-with-alec-in-a-win-for-animals-and-the-public.html
1613,568904244,20160812,BUS,COMPANIES,,BUS,JUD,JUDGE,,JUD,10,-3.94736842105263,"Delaware, United States",US,"Delaware, United States",US,http://www.law360.com/articles/827772/expedia-travelocity-look-to-pare-cronos-patent-suits
1614,569427388,20160815,MED,BLOG,,MED,USA,UNITED STATES,USA,,90,2.40540447593091,United States,US,United States,US,http://www.computerworlduk.com/it-business/how-expediacom-was-built-on-machine-learning-3644963/
1616,569668537,20160816,MED,BLOG,,MED,USA,UNITED STATES,USA,,90,0.0823956154151302,United States,US,United States,US,http://computerworld.com.sg/tech/emerging-technology/how-expediacom-was-built-on-machine-learning/
1618,569681020,20160816,USA,UNITED STATES,USA,,GBR,UNITED KINGDOM,GBR,,13,0.160408042578355,United States,US,United States,US,http://www.cmo.com.au/article/605155/how-expedia-com-built-machine-learning/
1619,570137009,20160817,,,,,CHN,CHINA,CHN,,061,2.3936170212766,,,"Jerusalem, Israel (general), Israel",IS,http://www.israel21c.org/expedia-for-global-shipping-sets-sail/
1620,570173832,20160817,,,,,GRC,GREECE,GRC,,020,-3.16205533596838,,,"Elounda, Perifereia Kritis, Greece",GR,http://elliott.org/case-dismissed-2/expedia-makes-mistakes-customers/
1630,570400342,20160818,BUS,BUSINESS,,BUS,USA,UNITED STATES,USA,,10,0.991239232064531,United States,US,United States,US,http://www.networksasia.net/article/how-expedia-com-was-built-machine-learning.1471484901
1633,570587238,20160818,JUD,DISTRICT COURT,,JUD,USA,CALIFORNIA,USA,,112,-4.82142857142858,"Kings Canyon National Park, California, United States",US,"Kings Canyon National Park, California, United States",US,http://www.geekwire.com/2016/hotel-operator-accuses-expedia-stealing-customers-misleading-ads-brazen-bait-switch/
1634,570837402,20160819,MED,WEBSITE,,MED,,,,,42,-3.56205455885968,"California, United States",US,,,http://www.courthousenews.com/2016/08/19/hotels-accuse-expedia-orbitz-of-classic-bait-and-switch.htm
1636,570996820,20160820,,,,,MED,WEBSITE,,MED,43,-5.62859707481916,,,"California, United States",US,http://www.courthousenews.com/2016/08/19/hotels-accuse-expedia-orbitz-of-brazen-deceit.htm
1639,571558806,20160822,LAB,EMPLOYEE,,LAB,BUS,BUSINESS,,BUS,20,-3.39809326006375,"San Diego, California, United States",US,"San Diego, California, United States",US,http://www.4-traders.com/EXPEDIA-INC-9605918/news/Expedia-Enterprise-Rent-A-Car-becomes-paid-Alec-member-despite-green-efforts-22937370/
1640,571858801,20160823,BUS,COMPANY,,BUS,,,,,090,2.82413350449294,"London, London, City of, United Kingdom",UK,,,https://www.tnooz.com/article/expedia-natural-language-search/
1641,571894533,20160823,,,,,USA,NEW YORK CITY,USA,,042,1.84899845916795,,,"Alice Tully Hall, New York, United States",US,https://skift.com/2016/08/23/skift-global-forum-preview-expedias-founder-says-startup-ideas-are-cheap/
1645,571970382,20160823,MNC,ORBITZ WORLDWIDE,,MNC,,,,,070,-3.33333333333333,,,,,https://skift.com/2016/08/23/expedia-raises-dividend-despite-q2-wobbles/
1646,572235982,20160824,,,,,USA,UNITED STATES,USA,,057,3.66132723112128,,,"London, London, City of, United Kingdom",UK,https://www.tnooz.com/article/expedia-hotels-loyalty-rates/
1652,572612834,20160825,CVL,TRAVELLER,,CVL,,,,,84,2.53623188405797,"Berlin, Berlin, Germany",GM,,,http://www.breakingtravelnews.com/news/article/expedia-launches-guides-for-travellers-seeking-city-history/
1653,574926841,20160901,BRA,BRAZIL,BRA,,,,,,90,-0.579710144927534,"Frankfurt, Brandenburg, Germany",GM,,,https://www.yahoo.com/news/expedia-prepares-list-trivago-hotel-155852231.html
1655,574941240,20160901,,,,,BUS,BANK,,BUS,20,-0.974025974025971,,,"Frankfurt, Brandenburg, Germany",GM,http://www.kitco.com/news/2016-09-01/UPDATE-1-Expedia-prepares-to-list-Trivago-hotel-search-platform-sources.html
1656,574983396,20160802,CVL,VILLAGE,,CVL,,,,,115,-5.37190082644628,"California, United States",US,,,http://www.travelpulse.com/news/hotels-and-resorts/expedia-to-investigate-scam-allegations-amid-lawsuit.html
1659,575087454,20160902,,,,,AUS,AUSTRALIAN,AUS,,14,0.632352941176475,,,Australia,AS,http://www.abc.net.au/news/2016-09-02/accc-expedia-bookingdotcom/7808780
1662,575096352,20160902,AUS,AUSTRALIA,AUS,,,,,,13,0.133383890619218,Australia,AS,,,http://www.smh.com.au/business/consumer-affairs/expedia-and-bookingscom-now-have-to-compete-on-hotel-rates-accc-20160902-gr749b.html
1666,575128952,20160902,CVL,TRAVELLER,,CVL,GOV,REGULATOR,,GOV,30,2.47395833333333,"Canberra, Australian Capital Territory, Australia",AS,"Canberra, Australian Capital Territory, Australia",AS,http://www.afr.com/news/accc-expedia-ruling-allows-hotels-to-reduce-rates-below-online-platforms-20160901-gr72x7
1668,575197660,20160902,AUS,AUSTRALIA,AUS,,BUS,BUSINESS,,BUS,42,1.66666666666667,"London, London, City of, United Kingdom",UK,"London, London, City of, United Kingdom",UK,https://www.tnooz.com/article/expedia-booking-com-lose-right-to-undercut-hotels-in-australia/
1670,575217485,20160902,AUS,AUSTRALIA,AUS,,,,,,22,1.67464114832536,Australia,AS,,,http://fortune.com/2016/09/02/australia-hotels-expedia-booking/
1671,575242507,20160902,DEU,DUESSELDORF,DEU,,,,,,90,2.284693684175,Japan,JA,,,https://www.yahoo.com/news/expedia-expe-list-trivago-hotel-131401125.html
1672,575893738,20160905,AUS,AUSTRALIA,AUS,,CVL,TRAVELLER,,CVL,0353,1.17370892018779,Australia,AS,Australia,AS,http://www.cessnockadvertiser.com.au/story/4139636/expedia-and-bookingscom-now-have-to-compete-on-hotel-rates-accc/?cs=4077
1674,575935911,20160905,DEU,DUESSELDORF,DEU,,,,,,090,2.04773018143491,Japan,JA,,,https://www.yahoo.com/news/expedia-expe-list-trivago-hotel-072607124.html
1675,576332654,20160906,,,,,MED,WEBSITE,,MED,57,3.91061452513967,,,Germany,GM,https://skift.com/2016/09/06/expedia-is-now-helping-marriott-sell-hotels-on-the-chains-website/
1678,576428011,20160906,BUS,AIRLINE,,BUS,CVL,TRAVELER,,CVL,43,3.18059133848607,United States,US,United States,US,http://www.travelpulse.com/news/hotels-and-resorts/expedia-partners-with-marriott-to-integrate-package-bookings.html
1680,576946875,20160908,,,,,AUS,AUSTRALIA,AUS,,043,2.6923076923077,,,"Byron Bay, New South Wales, Australia",AS,http://santamariatimes.com/travel/northern-rivers-vacation-travel-guide-expedia-k/youtube_5f0e0460-0867-598c-9d2c-4750e5227df8.html
1682,576988769,20160908,AUS,AUSTRALIA,AUS,,CVL,TRAVELLER,,CVL,0353,1.17370892018779,Australia,AS,Australia,AS,http://www.forbesadvocate.com.au/story/4139636/expedia-and-bookingscom-now-have-to-compete-on-hotel-rates-accc/?cs=4096
1685,579292101,20160915,GOV,GOVERNMENT,,GOV,,,,,20,-8.91089108910892,"Islamabad, Islamabad, Pakistan",PK,,,http://www.news18.com/news/india/indian-foreign-secretary-writes-to-pakistan-to-expediate-2611-trial-1292667.html
1700,579530391,20160916,CVL,TRAVELLER,,CVL,,,,,20,1.5311004784689,"Tokyo, Tokyo, Japan",JA,,,http://www.campaignasia.com/article/expedia-japan-aims-to-get-out-of-its-niche/429637
1704,579665515,20160916,,,,,EUR,EUROPE,EUR,,172,0.3404834865509,,,Australia,AS,http://mondaq.com/australia/x/527674/Trade+Regulation+Practices/Expedia+and+Bookingcoms+narrow+price+parity+clauses+OK+say+ACCC+for+now
1705,579970372,20160917,,,,,EUR,EUROPE,EUR,,43,-1.24223602484472,,,"Washington, District of Columbia, United States",US,https://skift.com/2016/09/17/expedia-in-no-rush-to-replace-outgoing-northern-europe-boss/
1707,580626797,20160919,RUS,RUSSIA,RUS,,,,,,20,-2.32558139534884,"Virginia, United States",US,,,http://evil.news/2016-09-16-globalists-readying-themselves-to-rig-election-expediate-social-collapse.html
